sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
MK5128;72.21;204.10;8;https://mediagallery.kiums.com/images/mk5128-01.jpg;https://mediagallery.kiums.com/images/mk5128-02.jpg;https://mediagallery.kiums.com/images/mk5128-03.jpg;https://mediagallery.kiums.com/images/mk5128-04.jpg;https://mediagallery.kiums.com/images/mk5128-05.jpg;https://mediagallery.kiums.com/images/mk5128-06.jpeg;https://mediagallery.kiums.com/images/mk-box.jpg;;;Runway;2010-Now;38 mm;Michael Kors;13 mm;EAN;IT;1;Michael Kors Runway MK5128 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5128 modello Runway, Cassa in Acciaio Inossidabile di Diametro 38 mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803241387;691464269326;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK5145;72.21;204.10;10;https://mediagallery.kiums.com/images/mk5145-01.jpg;https://mediagallery.kiums.com/images/mk5145-02.jpg;https://mediagallery.kiums.com/images/mk5145-03.jpg;https://mediagallery.kiums.com/images/mk5145-04.jpg;https://mediagallery.kiums.com/images/mk5145-05.jpg;https://mediagallery.kiums.com/images/mk5145-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;Runway;2010-Now;39 mm;Michael Kors;14 mm;EAN;IT;1;Michael Kors Runway MK5145 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK5145 modello Runway, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Bianco, vetro Minerale e cinturino in Ceramica di colore Bianco;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803293614;691464284268;Wristwatch;100 m (10 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Bianco;Circolare;Ceramica;Bianco;Bracciale chiusura a scatto;EUR
MK5161;101.21;286.07;0;https://mediagallery.kiums.com/images/mk5161-01.jpg;https://mediagallery.kiums.com/images/mk5161-02.jpg;https://mediagallery.kiums.com/images/mk5161-03.jpeg;https://mediagallery.kiums.com/images/mk5161-04.jpeg;https://mediagallery.kiums.com/images/mk5161-05.jpg;https://mediagallery.kiums.com/images/mk5161-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;Runway;2010-Now;38 mm;Michael Kors;13 mm;EAN;IT;1;Michael Kors Runway MK5161 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5161 modello Runway, Cassa in Ceramica di Diametro 38 mm, quadrante Bianco, vetro Minerale e cinturino in Ceramica di colore Bianco;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803352519;691464300982;Wristwatch;50 m (5 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Bianco;Lucido;Analogico;Minerale;Bianco;Circolare;Ceramica;Bianco;Bracciale chiusura a scatto;EUR
MK5162;101.21;286.07;0;https://mediagallery.kiums.com/images/mk5162-01.jpg;https://mediagallery.kiums.com/images/mk5162-03.jpg;https://mediagallery.kiums.com/images/mk5162-04.jpg;https://mediagallery.kiums.com/images/mk5162-05.jpg;https://mediagallery.kiums.com/images/mk5162-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;Runway;2010-Now;40 mm;Michael Kors;11 mm;EAN;IT;1;Michael Kors Runway MK5162 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5162 modello Runway, Cassa in Ceramica di Diametro 40mm, quadrante Nero, vetro Minerale e cinturino in Ceramica di colore Nero;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803352526;691464346942;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Ceramica;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Ceramica;Nero;Bracciale chiusura a scatto;EUR
MK5165;72.21;204.10;5;https://mediagallery.kiums.com/images/mk5165-01.jpg;https://mediagallery.kiums.com/images/mk5165-02.jpg;https://mediagallery.kiums.com/images/mk5165-03.jpg;https://mediagallery.kiums.com/images/mk5165-04.jpg;https://mediagallery.kiums.com/images/mk5165-05.jpg;https://mediagallery.kiums.com/images/mk5165-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;Blair;2010-Now;39 mm;Michael Kors;11 mm;EAN;IT;1;Michael Kors Blair MK5165 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK5165 modello Blair, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Blair;;;;;;;;;;;;;;;;;;;4048803352557;691464301026;Wristwatch;100 m (10 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK5166;80.91;228.69;15;https://mediagallery.kiums.com/images/mk5166-01.jpg;https://mediagallery.kiums.com/images/mk5166-02.jpg;https://mediagallery.kiums.com/images/mk5166-03.jpg;https://mediagallery.kiums.com/images/mk5166-04.jpg;https://mediagallery.kiums.com/images/mk5166-05.jpg;https://mediagallery.kiums.com/images/mk5166-06.jpg;https://mediagallery.kiums.com/images/mk5166-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;Blair;2010-Now;39 mm;Michael Kors;12 mm;EAN;IT;1;Michael Kors Blair MK5166 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK5166 modello Blair, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Oro, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Blair;;;;;;;;;;;;;;;;;;;4048803352564;691464301033;Wristwatch;100 m (10 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MK5191;72.21;204.10;14;https://mediagallery.kiums.com/images/mk5191-01.jpg;https://mediagallery.kiums.com/images/mk5191-02.jpg;https://mediagallery.kiums.com/images/mk5191-03.jpg;https://mediagallery.kiums.com/images/mk5191-04.jpg;https://mediagallery.kiums.com/images/mk5191-05.jpg;https://mediagallery.kiums.com/images/mk5191-06.jpg;https://mediagallery.kiums.com/images/mk5191-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;Runway;2010-Now;39 mm;Michael Kors;10 mm;EAN;IT;1;Michael Kors Catwalk MK5191 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5191 modello Catwalk, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Nero, vetro Minerale e cinturino in Gomma di colore Nero;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Catwalk;;;;;;;;;;;;;;;;;;;4048803502280;691464402952;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Nero;Circolare;Gomma;Nero;Bracciale chiusura a scatto;EUR
MK5263;80.91;228.69;18;https://mediagallery.kiums.com/images/mk5263-01.jpg;https://mediagallery.kiums.com/images/mk5263-02.jpg;https://mediagallery.kiums.com/images/mk5263-03.jpg;https://mediagallery.kiums.com/images/mk5263-04.jpg;https://mediagallery.kiums.com/images/mk5263-05.jpg;https://mediagallery.kiums.com/images/mk5263-06.jpg;https://mediagallery.kiums.com/images/mk5263-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;Blair;2010-Now;39 mm;Michael Kors;11 mm;EAN;IT;1;Michael Kors Blair MK5263 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK5263 modello Blair, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Blair;;;;;;;;;;;;;;;;;;;4048803744956;691464506100;Wristwatch;100 m (10 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MK5304;66.41;187.70;5;https://mediagallery.kiums.com/images/mk5304-01.jpg;https://mediagallery.kiums.com/images/mk5304-02.jpeg;https://mediagallery.kiums.com/images/mk5304-03.jpeg;https://mediagallery.kiums.com/images/mk5304-04.jpeg;https://mediagallery.kiums.com/images/mk5304-05.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;Runway;2010-Now;39 mm;Michael Kors;13 mm;EAN;IT;1;Michael Kors Runway MK5304 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5304 modello Runway, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803843604;691464564322;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK5305;66.41;187.70;10;https://mediagallery.kiums.com/images/mk5305-01.jpg;https://mediagallery.kiums.com/images/mk5305-02.jpg;https://mediagallery.kiums.com/images/mk5305-03.jpg;https://mediagallery.kiums.com/images/mk5305-05.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;Runway;2010-Now;38 mm;Michael Kors;12 mm;EAN;IT;1;Michael Kors Runway MK5305 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5305 modello Runway, Cassa in Acciaio Inossidabile di Diametro 38 mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Oro;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Runway;;;;;;;;;;;;;;;;;;;4048803843611;691464564339;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MK5312;66.41;187.70;2;https://mediagallery.kiums.com/images/mk5312-01.jpg;https://mediagallery.kiums.com/images/mk5312-02.jpg;https://mediagallery.kiums.com/images/mk5312-03.jpg;https://mediagallery.kiums.com/images/mk5312-05.jpg;https://mediagallery.kiums.com/images/mk5312-06.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;Dylan;2010-Now;42 mm;Michael Kors;12 mm;EAN;IT;1;Michael Kors Dylan MK5312 Orologio Unisex al Quarzo;Orologio Unisex Michael Kors MK5312 modello Dylan, Cassa in Acciaio Inossidabile di Diametro 42mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Dylan;;;;;;;;;;;;;;;;;;;4048803852194;691464568856;Wristwatch;100 m (10 ATM);Unisex Adult;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
