sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title DE;Description DE;Brand Description DE;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender DE;Style DE;Movement DE;Powered by DE;Movement manufacturer DE;Movement engine DE;Age group DE;Calendar type DE;Chronograph DE;Case shape DE;Case material DE;Case colour DE;Case finish DE;Display Type DE;Glass type DE;Dial colour DE;Dial shape DE;Band material DE;Band colour DE;Band clasp type DE;Currency
DZ7125;104.65;245.08;8;https://mediagallery.kiums.com/images/dz7125-01.jpg;https://mediagallery.kiums.com/images/dz7125-02.jpg;https://mediagallery.kiums.com/images/dz7125-04.jpg;https://mediagallery.kiums.com/images/dz7125-06.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;2010-Now;65 mm;Diesel;13 mm;EAN;IT;1;Diesel Mr Daddy DZ7125 Quarz Herren Armbanduhr;Armbanduhr Diesel Mr Daddy DZ7125 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 65 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mr Daddy;;;;;;;;;;;;;;;;;;;4048803487150;;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue & Digital;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
DZ7127;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7127-01.jpg;https://mediagallery.kiums.com/images/dz7127-04.jpg;https://mediagallery.kiums.com/images/dz7127-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;2010-Now;57 mm;Diesel;13 mm;EAN;IT;1;Diesel Super Bad Ass DZ7127 Quarz Herren Armbanduhr;Armbanduhr Diesel Super Bad Ass DZ7127 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 57 mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Echtes Leder in der farbe Schwarz;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Super Bad Ass;;;;;;;;;;;;;;;;;;;4048803487174;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Grau;Glanz;Analogue & Digital;Mineral Crystal;Blau;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
DZ7193;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7193-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Time Zone DZ7193 Quarz Herren Armbanduhr;Armbanduhr Diesel Time Zone DZ7193 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Time Zone;;;;;;;;;;;;;;;;;;;;698615063680;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7194;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7194-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Time Zone DZ7194 Quarz Herren Armbanduhr;Armbanduhr Diesel Time Zone DZ7194 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Time Zone;;;;;;;;;;;;;;;;;;;;698615065318;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7221;122.15;286.07;1;https://mediagallery.kiums.com/images/dz7221-01.jpg;https://mediagallery.kiums.com/images/dz7221-02.jpg;https://mediagallery.kiums.com/images/dz7221-03.jpg;https://mediagallery.kiums.com/images/dz7221-05.jpg;https://mediagallery.kiums.com/images/dz7221-06.jpg;https://mediagallery.kiums.com/images/dz7221-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;Mr Daddy;2010-Now;57 mm;Diesel;15 mm;EAN;IT;1;Diesel Mr Daddy DZ7221 Quarz Herren Armbanduhr;Armbanduhr Diesel Mr Daddy DZ7221 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 57mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Edelstahl in der farbe Silber;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mr Daddy;;;;;;;;;;;;;;;;;;;698615070404;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Edelstahl;Silber;Armband Link Bang;EUR
DZ7247;122.15;286.07;0;https://mediagallery.kiums.com/images/dz7247-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Badass DZ7247 Quarz Herren Armbanduhr;Armbanduhr Diesel Badass DZ7247 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Badass;;;;;;;;;;;;;;;;;;;;698615080410;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7256;97.65;228.69;2;https://mediagallery.kiums.com/images/dz7256-01.jpg;https://mediagallery.kiums.com/images/dz7256-02.jpg;https://mediagallery.kiums.com/images/dz7256-04.jpg;https://mediagallery.kiums.com/images/dz7256-05.jpg;https://mediagallery.kiums.com/images/dz7256-06.jpg;https://mediagallery.kiums.com/images/dz7256-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;2010-Now;51 mm;Diesel;13 mm;EAN;IT;1;Diesel Little Daddy DZ7256 Quarz Herren Armbanduhr;Armbanduhr Diesel Little Daddy DZ7256 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 51mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Little Daddy;;;;;;;;;;;;;;;;;;;8431242396279;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
DZ7258;104.65;245.08;7;https://mediagallery.kiums.com/images/dz7258-01.jpg;https://mediagallery.kiums.com/images/dz7258-02.jpg;https://mediagallery.kiums.com/images/dz7258-04.jpg;https://mediagallery.kiums.com/images/dz7258-06.jpg;https://mediagallery.kiums.com/images/dz7258-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;2010-Now;51 mm;Diesel;14 mm;EAN;IT;1;Diesel Little Daddy DZ7258 Quarz Herren Armbanduhr;Armbanduhr Diesel Little Daddy DZ7258 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 51mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Braun;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Little Daddy;;;;;;;;;;;;;;;;;;;4051432655975;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Schwarz;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
DZ7259;115.15;269.67;13;https://mediagallery.kiums.com/images/dz7259-01.jpg;https://mediagallery.kiums.com/images/dz7259-02.jpg;https://mediagallery.kiums.com/images/dz7259-03.jpg;https://mediagallery.kiums.com/images/dz7259-04.jpg;https://mediagallery.kiums.com/images/dz7259-05.jpg;https://mediagallery.kiums.com/images/dz7259-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;Little Daddy;2010-Now;51 mm;Diesel;13 mm;UPC;IT;1;Diesel Little Daddy DZ7259 Quarz Herren Armbanduhr;Armbanduhr Diesel Little Daddy DZ7259 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 51mm, Glastyp Mineral, Ziffernblatt Grau und uhrenarmband aus Edelstahl in der farbe Silber;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Little Daddy;;;;;;;;;;;;;;;;;;;;698615084166;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Grau;Rund;Edelstahl;Silber;Armband Link Bang;EUR
DZ7261;115.15;269.67;0;https://mediagallery.kiums.com/images/dz7261-01.jpg;https://mediagallery.kiums.com/images/dz7261-02.jpg;https://mediagallery.kiums.com/images/dz7261-04.jpg;https://mediagallery.kiums.com/images/dz7261-05.jpg;https://mediagallery.kiums.com/images/dz7261-06.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;2010-Now;57 mm;Diesel;15 mm;EAN;IT;1;Diesel My Daddy DZ7261 Quarz Herren Armbanduhr;Armbanduhr Diesel My Daddy DZ7261 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 57mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;My Daddy;;;;;;;;;;;;;;;;;;;4051432656002;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Rose Gold;Glanz;Analogue & Digital;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
DZ7263;115.15;269.67;0;https://mediagallery.kiums.com/images/dz7263-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Daddy DZ7263 Quarz Herren Armbanduhr;Armbanduhr Diesel Daddy DZ7263 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Daddy;;;;;;;;;;;;;;;;;;;;698615085521;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7264;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7264-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Super Bad Ass DZ7264 Quarz Herren Armbanduhr;Armbanduhr Diesel Super Bad Ass DZ7264 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Super Bad Ass;;;;;;;;;;;;;;;;;;;;698615085538;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7269;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7269-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Super Bad Ass DZ7269 Quarz Herren Armbanduhr;Armbanduhr Diesel Super Bad Ass DZ7269 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Super Bad Ass;;;;;;;;;;;;;;;;;;;;698615086672;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7270;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7270-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Badass DZ7270 Quarz Herren Armbanduhr;Armbanduhr Diesel Badass DZ7270 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Badass;;;;;;;;;;;;;;;;;;;;698615086764;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7279;150.15;351.64;0;https://mediagallery.kiums.com/images/dz7279-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Daddy DZ7279 Quarz Herren Armbanduhr;Armbanduhr Diesel Daddy DZ7279 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Daddy;;;;;;;;;;;;;;;;;;;;698615088836;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7291;104.65;245.08;0;https://mediagallery.kiums.com/images/dz7291-01.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;;;2010-Now;;Diesel;;UPC;IT;1;Diesel Daddy DZ7291 Quarz Herren Armbanduhr;Armbanduhr Diesel Daddy DZ7291 für Herren, uhrengehäuse aus   mit einem durchmesser von , Glastyp Mineral, Ziffernblatt   und uhrenarmband aus   in der farbe;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Daddy;;;;;;;;;;;;;;;;;;;;696736730542;Wristwatch;;Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;;;;;;Mineral Crystal;;;;;;EUR
DZ7309;87.15;204.10;11;https://mediagallery.kiums.com/images/dz7309-01.jpg;https://mediagallery.kiums.com/images/dz7309-02.jpg;https://mediagallery.kiums.com/images/dz7309-03.jpg;https://mediagallery.kiums.com/images/dz7309-04.jpg;https://mediagallery.kiums.com/images/dz7309-06.jpg;https://mediagallery.kiums.com/images/dz7309-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;Little Daddy;2010-Now;46 mm;Diesel;;EAN;IT;1;Diesel Little Daddy DZ7309 Quarz Herren Armbanduhr;Armbanduhr Diesel Little Daddy DZ7309 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 46 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Echtes Leder in der farbe Braun;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Little Daddy;;;;;;;;;;;;;;;;;;;4053858226975;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
DZ7311;122.15;286.07;2;https://mediagallery.kiums.com/images/dz7311-01.jpg;https://mediagallery.kiums.com/images/dz7311-02.jpg;https://mediagallery.kiums.com/images/dz7311-03.jpg;https://mediagallery.kiums.com/images/dz7311-04.jpg;https://mediagallery.kiums.com/images/dz7311-05.jpg;https://mediagallery.kiums.com/images/dz7311-06.jpeg;https://mediagallery.kiums.com/images/dz7311-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;Mr. Daddy 2.0;2010-Now;55 mm;Diesel;;EAN;IT;1;Diesel Mr. Daddy 2.0 DZ7311 Quarz Herren Armbanduhr;Armbanduhr Diesel Mr. Daddy 2.0 DZ7311 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 55 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Stoff in der farbe Mehrfarben;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mr. Daddy 2.0;;;;;;;;;;;;;;;;;;;4053858270831;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Schwarz;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Stoff;Mehrfarben;Zwei Stück Gurt;EUR
